,place_id,interpolated_tract_miles_traveled
225,114467172,22995753.149343815
226,114493369,606785532.5362916
227,114498117,139469.9680069823
228,114500946,160526.7472176563
229,114512625,1559802.9797437268
230,114513832,333061869.5971955
231,114515680,29749.285757417103
232,114520737,2035112.6649935541
233,114523552,2316015.8573029265
234,114529431,247684.94836469297
235,114540061,576316000.3305445
236,114545700,1218169.2874704897
237,114548480,6288516117.410311
238,114552054,101730960.26233344
239,114560511,68188161.98911464
240,114566005,878550.0184999745
241,114568680,151186958.5352856
242,114569082,514441.621099084
243,114570093,55679.947290260956
244,114570255,111254444.80701679
245,114570377,162023.17706926013
246,114579826,351901.38022291294
247,114580164,1369.1287089278012
248,114580460,557085915.303283
249,114580877,80770802.25157441
250,114581463,326751.2356573136
251,114582681,163637.08771252807
252,114624159,6482858.289185481
253,114654370,881017948.2711794
254,114706797,608805222.1210052
255,114712246,555181849.0602189
256,114764784,48637.82291627019
257,114765166,36656.10384006216
258,114765594,577994066.2148969
259,114766222,440235.5231991431
260,114766308,41809.530136011934
261,114766362,320277.4067541674
262,114917686,3151.366034155076
263,114944729,7287847.865267838
264,114946652,181125106.22537953
265,115343845,3853808852.0431843
266,116108242,61175928.54388543
267,120858320,101898447.19711956
268,120907017,12705319.5363232
269,121675588,55173.02632262166
270,122033564,304601917.99503773
271,123445219,5253282.632818273
272,124070515,5378013.460577728
273,125253896,972089956.7482314
274,125903866,105955.39820275159
275,131253183,625534.6492985957
276,133352131,3596892.289160386
277,133676839,20456362.913317665
278,141537645,769554.6217787034
279,143976614,480650.3612630361
280,147670542,2553496795.011618
281,150014754,4150850.567087992
282,150386204,13327640.586954463
283,150882255,12381423.265283018
284,152539914,17810.944075442236
285,152598185,81331.35774447522
286,153743579,7572822.433191787
287,154830450,3264188.9568209387
288,158972457,50927.671026705575
289,159402223,295260998.0785511
290,160555186,325505.7644694548
291,166839320,37243424.90638706
292,168741807,100842179.1439718
293,169715609,5518910281.515897
294,172181479,1998266.2613996114
295,177010435,15073.430563041498
296,180635111,181864.65376383113
297,182968655,1836131044.9772506
298,183143746,3167718926.0024176
299,183838650,8354652.600817074
300,185309809,5799604.016574225
301,189834581,5212498.954440986
302,190983093,159965707.6159482
303,192025364,48017434.79339748
304,192842746,35723265.8794237
305,193646132,607097.278138184
306,194461420,1188576.704122189
307,196156909,10829373.371048596
308,198000454,29595.80725152429
309,200133339,211794.32045270829
310,200673073,7966.50879094827
311,200859519,635894.7187975761
312,200876707,23249756.09597805
313,204936231,26713.2024612757
314,207249379,888839.9703380476
315,207794631,93741.1027385485
316,209300538,272837996.1895405
317,210359405,9536256.973613573
318,214412750,4577.436198504908
319,216445153,9615041.150135009
320,217447536,37923466.30055265
321,217896121,3372414.873216295
322,219950105,218434.19898684503
323,220517849,2895341.7723598112
324,221563213,2896.3573743836178
325,222924991,74.31401225604928
326,226985936,1268956.1546238044
327,227165308,3857461.230321183
328,227956534,7132774.406205015
329,229870085,214221439.9466415
330,230036244,76155689.89334129
331,230066020,595036.2222305079
332,230142776,20740373.80805163
333,230229460,129625.03604613828
334,230435121,923206.0214853754
335,231489518,1031008.511846568
336,234487316,550.7238636439043
337,237007511,718919.0894264702
338,239734703,164.42320730168956
339,242191075,30455.94054554656
340,243061628,1292143.537677507
341,243610984,1469.22576123362
342,244703986,49938.65648769557
343,245413760,144890.20571695245
344,246019316,1024605.7311696236
345,247079940,0.0
346,249396248,125171.5872294918
347,252167690,2036495.8497912057
348,253906401,339943692.49535674
349,255749213,492.0261708866748
350,256131876,98251931.76237495
351,259379380,989444.877935871
352,261106410,5078688.237748372
353,261855903,11786759.476719705
354,262557886,989365.1540672879
355,265814347,637840.432087841
356,266545322,1383840.3168418792
357,268267609,1423442.367169787
358,269235337,9007.632148595283
359,269260711,127262.92296232545
360,270668206,140186205.99239135
361,271045358,24321181.86848743
362,271864141,121405.06310476761
363,272650591,3765217.230264189
364,273258112,14422545.157004572
365,273593300,1240650922.521942
366,273731967,5233792.110874506
367,278457480,3183.371777416155
368,279407772,305268.59032752935
369,279537841,9493085.56011261
370,279571789,865450.6162349241
371,279735776,18051709.58395143
372,281633274,5974006.469783576
373,284923831,1448803.0780385495
374,285405207,7800243.311473161
375,286376098,12760488.143324884
376,287985172,2830897.1362378523
377,288718191,8979745.83913758
378,289837535,839156.6263434746
379,292932966,326026.40120443417
380,293411535,37853.664255651696
381,293887699,581379.2034110192
382,294687651,958440.1756310363
383,294938710,13001347.510162195
384,295387274,611315.2896369155
385,296852657,1184843798.0338335
386,296866472,9866882533.421652
387,296867100,951607958.2528443
388,296867800,58802891.16057454
389,296868267,222781139.0967932
390,296870231,76143677.56209987
391,296870532,69745640.33621415
392,296871312,2749520710.6295037
393,296871322,646345.7531318703
394,296872039,5058103.013143771
395,296872089,1352723855.8365781
396,296872328,4169796071.3975906
397,296872549,12027393834.509459
398,296872942,3622807808.3505077
399,296873104,3345435578.434137
400,296873203,773903.2651407222
401,296873608,153974.3484027219
402,296874105,7787143859.228939
403,296874427,724654217.510833
404,296874803,77991981.58121976
405,296875360,158863390.1578363
406,296875617,3421874.7435950986
407,296875721,7495439.037602867
408,296876025,1117725263.825326
409,296876218,65224876.04138065
410,296876527,10814840.373360623
411,296876596,168956869.07124206
412,296877050,4473092656.128184
413,296877319,1263473.1752925373
414,296877418,1353383.6515804676
415,296879290,575230.0779172872
416,296879709,895151782.2262253
417,296880161,1362565781.8695135
418,296880367,841000.4384319498
419,296880806,1359382930.9123878
420,296881199,655952.6243108133
421,296881369,91426.88042797864
422,296881507,558231606.9261328
423,296881513,707404.2148363128
424,296881585,307610426.56181777
425,296881589,378687129.8994295
426,296881644,483812609.3367346
427,296881756,185103450.9489485
428,296881820,3713451692.4245615
429,296881904,3798374759.3656607
430,296881998,697299462.2991648
431,296882029,244320756.96615013
432,296882038,23750446.47091173
433,296882130,30424516.426511012
434,296882138,93585.86169566595
435,296882422,13221630.990865685
436,296882779,8019942874.415674
437,296882846,2253114.349389876
438,296882953,511966123.05797905
439,296882984,1595939.8289110137
440,296883106,2093792.9458457076
441,296883232,32533764.067372162
442,296883237,661886098.8258152
443,296883499,951896.2248238394
444,296883731,2055422.1644678148
445,296883876,7565975.133825121
446,296884142,20576509.22135556
447,296884395,8999833.463905301
448,296884488,207068325.09352067
449,296884705,259572952.6329645
450,296885003,2162375859.6774883
451,296885020,216740122.0269683
452,296885643,2275241.1154612447
453,296885860,3515611565.954974
454,296886187,109162.85539479917
455,296886269,563887.8657952244
456,296886409,46176105.03854293
457,296886537,1151116.447234042
458,296886706,4550506.533066818
459,296886773,1521078305.5213497
460,296886775,36230924.93588232
461,296887502,2711539.358225639
462,296887696,678943.9090405592
463,296887732,1202760.3473770157
464,296887974,28070707.159742206
465,296888357,141950678.60672402
466,296889003,644106751.1333374
467,296889014,232649098.08275378
468,296889139,452323.77740781417
469,296889265,14871231.610906752
470,296889433,714778614.5550933
471,296889515,1400983.8400928278
472,296889564,2430604.7703696988
473,296889637,3502430.9032028723
474,296889695,83232419.300915
475,296889792,68731264.77564402
476,296890000,9176069.914196696
477,296890141,2809613737.861998
478,296890343,34516545.012391485
479,296890711,471324268.91924036
480,296890866,277603603.1804468
481,296890921,1109125563.8108706
482,296890962,46433366.21660597
483,296891126,833527385.5827305
484,296891173,1610465.5830068418
485,296891226,512690235.16608167
486,296891312,278153627.46027535
487,296891445,3394325.987187317
488,296891682,756537790.2598219
489,296891819,1434921937.1087446
490,296892947,21642285.187821586
491,296893747,993961.8220789639
492,296893931,3742505.6719492194
493,296894091,1093823.1950969787
494,296894163,237820121.1927412
495,296894245,113900.90652271903
496,296894248,53825378.92120539
497,296894263,12802972.225676058
498,296894493,181914325.06256655
499,296894844,694672.9084463299
500,296894879,58497928.81884142
501,296895005,815230.51148741
502,296895090,1299236590.4920142
503,296895234,498866960.25928444
504,296895261,947525.2611983115
505,296895325,991321707.8190037
506,296895395,926915.464872528
507,296895433,2403461.2864833903
508,296895840,131649.36245508792
509,296896297,6814947.728666779
510,296896764,19654104.308891352
511,296897486,6058415.009637551
512,296897742,19314716.329473656
513,296898270,52852602.14362123
514,296899044,862528440.9300448
515,296899104,537796512.5347741
516,296899151,273137439.68594277
517,296899297,2172638.1063641296
518,296899367,217224557.0991186
519,296899455,12402140.397319155
520,296899658,13130230.93014416
521,296900617,249513441.87942275
522,296900703,408786.9748877187
523,296900759,11904994.38304321
524,296900801,31835047.54229734
525,296901190,146705844.0659304
526,296902834,4888645.401091956
527,296903114,9801037.799240688
528,296903448,229957.49440981113
529,296903596,44743955.47413232
530,296904655,4067945.9678117386
531,296905156,6037333.314453785
532,296905436,585008.9895239146
533,296906545,547957797.5369482
534,296907792,869105.9717988514
535,296908686,871751.9654875653
536,296910734,35228769.553337514
537,296911269,532939198.0975271
538,296911434,12451968713.11986
539,296911737,842607344.0769657
540,296911770,437674802.07759005
541,296911867,689996676.4925405
542,296912531,2350114.7435397874
543,296912756,663529785.4013481
544,296913084,935151760.7366211
545,296913227,22032569.35822721
546,296913774,403464436.34847724
547,296914380,284058819.9856934
548,296914915,71238359.64749567
549,296915132,196254794.73750275
550,296915207,2387275211.4136853
551,296915327,618454827.1291504
552,296915508,501279689.66090924
553,296915517,1187165060.4166415
554,296915744,2012331.0497798293
555,296916005,50298132.33178758
556,296916928,296324018.0486356
557,296917259,32115870.34718297
558,296917462,1763650.0076629824
559,296918678,31599721.42643575
560,296918942,69138890.52336618
561,296919120,581234499.8921057
562,296919337,114892117.52789722
563,296919501,400047.7408825498
564,296919524,773128199.2856188
565,296919915,711341004.0263302
566,296920228,3870240016.4469776
567,296920485,345385.10844187316
568,296920637,2431807355.3104873
569,296920820,679320715.9329683
570,296920983,579574031.9636596
571,296921035,1519808293.991328
572,296921064,18544353.822175615
573,296921230,542449856.4226879
574,296921334,10909631.262130197
575,296921402,683436892.2922635
576,296921465,86608396.55022079
577,296921497,4248056.087492271
578,296921518,33719224.153742164
579,296921551,27995021.88756968
580,296921942,447045278.1925748
581,296922029,16994719.65490636
582,296922129,785335444.1546378
583,296922250,14025836.927016627
584,296922323,11005128.07040977
585,296922333,51983.76571772418
586,296922369,2594781.4429016165
587,296923519,84019343.4407952
588,296923544,280603629.0473558
589,296923614,43225186.87450218
590,296923620,912819611.997146
591,296924008,2766630692.9101624
592,296924196,1185995421.5482223
593,296924582,68042193.18071827
594,296924650,80778782.99685034
595,296924852,6827397.475572772
596,296925203,84158700.20606601
597,296925935,244013269.00156364
598,296925964,222342244.15502584
599,296926284,1163131266.8232596
600,296927074,2723955.521479201
601,296927388,191069524.97875467
602,296927414,205602274.28690434
603,296927600,3538676.203103595
604,296927882,3335780.8044726797
605,296927923,10010074.5960269
606,296927963,599500792.1883419
607,296928157,17545217.330647614
608,296928296,5429631.879747956
609,296928481,714072888.8480046
610,296928779,2484154439.651085
611,296928914,12903519.963361777
612,296929007,9293674232.01493
613,296929488,20090553.263041727
614,296929515,74716520.1986388
615,296929713,302062234.48576415
616,296930049,309640901.15957737
617,296930135,157225.84754844173
618,296930162,22857887.55991238
619,296930717,1694210.300501362
620,296930771,902180507.4653618
621,296931147,593730644.7187061
622,296931191,80293616.37091942
623,296931618,5698868.587525467
624,296931645,131258999.589935
625,296931687,28081000.50815713
626,296932017,6559876.303263967
627,296932087,4785480.945568916
628,296932269,4876642.045440725
629,296932338,4744506.173259158
630,296932435,7222606.055629301
631,296932659,7023770.862231367
632,296932875,2634959.4562197537
633,296932911,2400369.2678780053
634,296932942,29706871.215158608
635,296933230,497177264.99111015
636,296933777,6715221778.934404
637,296933798,172331208.64932424
638,296933834,200911.18364508357
639,296933880,6302964.2595785
640,296933901,35312580.483524576
641,296934120,20524174.435707524
642,296934205,12047378.385048557
643,296934541,9048376.573689926
644,296934720,15521660.587148491
645,296934833,9108122.659887446
646,296935094,260661977.9194365
647,296935128,7569532.905627921
648,296935204,84114891.18636769
649,296935380,33417089.201368432
650,296935893,295487636.233675
651,296937102,7456235.273702208
652,296937148,14395780.073238743
653,296937274,15340703.582859566
654,296937713,555864013.8468088
655,296938091,477591484.24257934
656,296938161,668224245.1903471
657,296938306,13438840208.947844
658,296938777,29696598.68939838
659,296939264,127672487.83778524
660,296939502,6602657781.9656
661,296939692,21918394.56748521
662,296939775,2037927.237715966
663,296939926,4299636109.593598
664,296939935,9430641268.905111
665,296940310,493747180.2340147
666,296940589,49252322.09430449
667,296940818,2362460738.1500297
668,296940907,3496419718.611565
669,296940922,5359021.012438843
670,296941293,61277866.62262211
671,296941344,426916068.8878936
672,296941421,3023288.3285949044
673,296941595,332973326.14380306
674,296941676,9200031.657554677
675,296941811,1314608486.228572
676,296941895,37948408.17723443
677,296941907,95858554.72980236
678,296941979,16292495.447768115
679,296942024,40634778.23540078
680,296942209,493685914.70644563
681,296942312,2571960.001409723
682,296942534,565025.9762817485
683,296942555,202291.76851711984
684,296942902,7322661.703380259
685,296943040,44607256.68140759
686,296943238,268981971.47318363
687,296944126,274965.3479108242
688,296945671,1371432909.628437
689,296946096,44909677.886576794
690,296946299,1034908.3580422999
691,296946508,104670418.29205294
692,296946701,794627.2476375318
693,296948655,1728054.2701936886
694,296948869,1092323569.7053246
695,296948956,1076294.248054297
696,296949080,949521.2302267146
697,296949112,593303083.8454739
698,296951795,1593809741.518887
699,296951963,254988051.67649436
700,296952388,280565.83429539227
701,296952549,499493.01474819216
702,296953430,5718139.180542658
703,296954109,1789287466.7759025
704,296954296,1483419.8180813906
705,296954458,140398545.6774988
706,296954639,1409560.9219476567
707,296954685,2152895.455076945
708,296954805,1607875039.2139926
709,296955297,27798060.244248148
710,296955478,55047028.700213514
711,296955552,912471.3498932092
712,296955646,1571960.9996050545
713,296956064,170589292.26245227
714,296956246,1057941393.8865299
715,296956413,414299272.64687246
716,296957055,58814987.65765422
717,296957250,100614003.1542515
718,296957564,443265395.76239353
719,296957712,424425484.9595738
720,296957795,2514117.9827579865
721,296957993,4045636407.39423
722,296958166,512336411.783845
723,296958492,2915803.903331276
724,296958651,93273863.1293022
725,296958918,3399756809.1878705
726,296959046,785728720.2104301
727,296959556,5775154.36132689
728,296959645,23647659299.778244
729,296960031,828849643.067989
730,296960160,234025523.01495925
731,296960272,396137841.6011242
732,296960418,328428365.79058576
733,296960444,207598662.8888125
734,296960512,546676597.7533486
735,296960796,7700966.447317583
736,296961589,425336.61278809543
737,296962152,2156897.37354521
738,296962448,4587329.276373728
739,296962482,3027519.938319985
740,296962545,109040794.21541117
741,296962978,4132922.090398793
742,296964048,406543045.8533394
743,296964213,1302127961.3643236
744,296964904,2473968.275358322
745,296965251,1352551.1371033262
746,296965392,253292325.67558587
747,296966188,1065076.1205276635
748,296966893,656497.6051620624
749,296967478,195538978.10758516
750,296969036,295339535.21362615
751,296969585,1020323.4682295482
752,296969837,6509466.262191788
753,296970532,1622770.9387763217
754,296970649,356326003.7007853
755,296970774,7934303.367163932
756,296970927,4507163.355138559
757,296971127,4107979883.6901183
758,296971501,223990.80123798558
759,296972699,1056726.6826392447
760,296972790,59417.54665758116
761,296974735,6705550.828022333
762,296974817,953501019.0727305
763,296975104,700868807.307044
764,296975247,13075378.100450508
765,296975450,13243573163.166277
766,296975481,2133873.293157722
767,296976238,3655303555.1084957
768,296976438,1234837.5629109384
769,296976659,291795892.5451905
770,296977240,4937489582.787922
771,296977384,3124239.6546149207
772,296977454,77782221.95286183
773,296977678,3177749365.2625127
774,296977954,684337.3522398396
775,296978097,699001.7379703827
776,296978296,41910052.88717862
777,296978471,84154862.8936874
778,296978487,84974196.92942384
779,296978707,14877186.188991137
780,296978797,145656.5280578558
781,296978849,1896997.2277167176
782,296979064,2354255096.1426544
783,296979297,61420527.83635937
784,296979354,86914901.00203729
785,296979569,59064151.968936704
786,296979695,205980597.2599981
787,296980369,133863226.91309746
788,296980697,115430432.9829349
789,296981170,64845896.63896793
790,296981211,617977.3530401994
791,296981397,106512.00012304755
792,296981439,106240.2422207499
793,296981515,100491878.71244924
794,296981684,1094635.038952959
795,296981841,217623473.389138
796,296981923,3326049502.011963
797,296982021,53308637.62664672
798,296982117,1516655944.8534877
799,296982123,1124120322.116421
800,296982130,1265908311.3437648
801,296982490,475564131.43558115
802,296982533,498233188.3531784
803,296982538,207662122.7624953
804,296982609,4143183.0963870683
805,296982668,8995597.17965713
806,296982802,49432029.496613204
807,296983010,62060477.83587038
808,296983832,1464154292.700497
809,296983867,64208468.818287686
810,296983916,4396887.588457962
811,296984254,2073202349.3244658
812,296984557,1381583505.6370578
813,296984724,7384448.753650317
814,296984837,208909061.02650997
815,296984864,130535059.72529906
816,296985217,5554363760.403407
817,296985595,17944789.2762386
818,296985726,426167.33130192535
819,296986660,2470299.21256026
820,296987028,2247246771.182683
821,296987122,265022527.6019207
822,296987226,135909680.79481715
823,296987371,33936432.22638261
824,296987580,250793199.94451305
825,296987659,10261945744.579828
826,296987690,174808695.7146212
827,296987859,7510531.301734374
828,296988029,9351170.742493454
829,296988068,398165768.73075306
830,296988145,1004437708.0254388
831,296988180,4021653.934349385
832,296988381,95713327.57923152
833,296988406,48903071.930366345
834,296988454,7011774.883207963
835,296988491,115739450.4465258
836,296988502,2906472.33556441
837,296988593,1384638095.664735
838,296988650,27694104.338110138
839,296988742,327039273.75502723
840,296988764,1604418.9863921918
841,296988891,34658444.655118786
842,296988967,1301830683.3334386
843,296989091,592889849.1570493
844,296989163,908584.9590899181
845,296989346,689761080.2039404
846,296989705,1357342237.1267128
847,296989714,362896542.9096259
848,296990153,4879312.940420917
849,296990204,26398034.33437316
850,296990571,353983206.3397144
851,296990727,94862254.9673907
852,296991301,115797328.56284386
853,296991501,77515505.46874483
854,296991849,12795272.236454733
855,296992115,705467754.8457245
856,296992242,851327395.6290933
857,296992307,84234357.33275394
858,296992595,8651943.784426723
859,296992623,579875574.6548922
860,296992656,2836608.7606461346
861,296992661,1662665.768826967
862,296992777,286547516.5250326
863,296992849,721277391.2073362
864,296993292,161541940.78810763
865,296993359,1133573856.5508897
866,296993423,143723846.08802658
867,296993442,243885700.5269655
868,296993525,92739823.3473488
869,296993679,174523637.36302617
870,296993777,4100403.347927378
871,296994026,2610953.355624208
872,296994075,17370556.976610366
873,296994116,5519862.606318986
874,296994328,8454579.187665071
875,296994413,216885178.97184992
876,296994433,32888722.85494429
877,296994440,7797334.903466078
878,296994585,11209913.86107156
879,296994611,10842705.18590649
880,296994712,1262211855.1575243
881,296994786,3869135.082859096
882,296994807,16743897.797508653
883,296994930,11519562.56842736
884,296995258,223357632.7075968
885,296995427,4373068.338570955
886,296995495,65540460.63293286
887,296996047,4579080.460811454
888,296996248,231736.95120497126
889,296996478,3029564199.3748693
890,296996983,47566654.025633335
891,296997210,10168083.006876394
892,296997261,2032421.835095518
893,296997363,23522029982.183773
894,296997388,258882583.778988
895,296997749,223000513.73479313
896,296998015,12701642.272863703
897,296998186,1438475627.082751
898,296998969,1347029039.1566362
899,296999076,14838985.498911671
900,296999119,560571824.1482276
901,296999235,132048157.11889395
902,296999616,75568.19385066304
903,296999737,525149749.1564683
904,296999738,6434314.3081931695
905,296999774,766499995.8620391
906,296999782,916327.3028384545
907,296999829,887992.7614093323
908,296999845,59914669.282442644
909,297000254,171312926.38884845
910,297000293,1758350.4879030508
911,297000354,52679993.123180956
912,297000735,2897335442.800286
913,297001070,9629943.625035295
914,297001258,7360935361.691067
915,297001623,3352479.09688174
916,297001682,767000.2142682347
917,297001782,31875956.289256513
918,297002189,1210392.2117168352
919,297002822,645029701.678441
920,297002860,132293.9538564365
921,297003243,38852840.48099698
922,297003290,670310.6616090467
923,297003505,648134454.217999
924,297003617,52781268.448427275
925,297003737,100251313.87346219
926,297003816,2469962.7946304977
927,297003900,1836683.9214367892
928,297004100,262625388.02290478
929,297004251,165499.40014918792
930,297004465,528837273.01968956
931,297004541,809124324.6283234
932,297005066,2230510.3497518725
933,297005124,12184008.521596706
934,297005201,27818635.60517708
935,297005269,2133252.2718986217
936,297005301,63766617.453699574
937,297005629,51650433243.60763
938,297005730,219084860.280225
939,297005870,5388098527.681197
940,297006408,303265045.2493339
941,297006503,196902287.29958263
942,297006609,759391803.6225846
943,297006661,70362989.51472619
944,297006753,32947856.028238066
945,297006853,654006.3604453587
946,297006868,746805103.4487127
947,297006902,1294426.9469233423
948,297006913,14709688.825975139
949,297006985,2238086.541142307
950,297007140,14887351.093167115
951,297007360,255885439.7261415
952,297007671,9049202.925879952
953,297007816,253402806.9455648
954,297007839,1600757343.3496568
955,297008399,624142480.4027426
956,297008465,5833967.45375371
957,297008501,9542502.880415328
958,297008600,372290024.18299085
959,297008804,1306102164.9393754
960,297009351,757374121.4742845
961,297009586,34679.30527652428
962,297009769,4724969001.067396
963,297010259,12242168.6947351
964,297011316,1427918922.0636244
965,297011782,254362956.80731174
966,297013155,2588083.5489719403
967,297013438,373954468.6676852
968,297013494,10198452.583355896
969,297013509,14219538243.24787
970,297013567,194419232.52542216
971,297013600,4939222.14524309
972,297013609,2273673725.1132193
973,297013710,1483210.4518808064
974,297013980,785060636.3218439
975,297014186,2334760851.6417155
976,297014295,104299107.46260731
977,297014507,3405076884.620391
978,297015180,1304120638.6949658
979,297015670,739592.1426017641
980,297015875,2524128800.276107
981,297015910,186672.95054148612
982,297016000,565232.2436739047
983,297016004,4414851555.043188
984,297016128,167078888.4309999
985,297016185,13467201.906316305
986,297016245,2413494820.0899134
